id,title,link,Oferit de,Categorie,Marca,Model,Versiune,Anul fabricatiei,Kilometraj,Capacitate cilindrica,VIN,Combustibil,Putere,Cutie de viteze,Transmisie,Norma de poluare,Filtru de particule,Caroserie,Culoare,Primul proprietar,Fara accident in istoric,Carte de service,Stare
7042660541,Jeep Renegade,https://www.autovit.ro/anunt/jeep-renegade-ID7GChJ3.html#7ce9f71ee3,Proprietar,Autoturisme,Jeep,Renegade,NODATA,2017,78 500 km,NODATA,NODATA,Diesel,140 CP,Automata,4x4 (automat),Euro 6,NODATA,SUV,Alb,Da,Da,Da,Second hand
7042842177,Ford Galaxy,https://www.autovit.ro/anunt/ford-galaxy-ID7GD2YF.html#7ce9f71ee3,Firma,Autoturisme,Ford,Galaxy,NODATA,2008,270 000 km,1 997 cm3,NODATA,Diesel,140 CP,Automata,Fata,Euro 4,Da,Monovolum,Gri,Da,Da,Da,Second hand
7042008430,Audi A6 C7,https://www.autovit.ro/anunt/audi-a6-c7-ID7Gzy58.html#7ce9f71ee3,Proprietar,Autoturisme,Audi,A6,C7,2012,296 500 km,2 967 cm3,WAUZZZ4G9CN155675,Diesel,204 CP,Automata (CVT),Fata,Euro 5,Da,Combi,Gri,NODATA,Da,NODATA,Second hand
7041802380,Bentley Continental,https://www.autovit.ro/anunt/bentley-continental-ID7GyGtK.html#7ce9f71ee3,Proprietar,Autoturisme,Bentley,Continental,NODATA,2009,134 000 km,5 996 cm3,NODATA,Benzina,560 CP,Automata,4x4 (automat),NODATA,NODATA,Coupe,Negru,NODATA,NODATA,Da,Second hand
7042842162,Audi A6,https://www.autovit.ro/anunt/audi-a6-ID7GD2Yq.html#7ce9f71ee3,Firma,Autoturisme,Audi,A6,NODATA,2018,130 000 km,1 968 cm3,WAUZZZ4G3JN043693,Diesel,190 CP,Automata,Fata,Euro 6,NODATA,Sedan,Negru,NODATA,Da,Da,Second hand
7042046065,Audi TT 8J,https://www.autovit.ro/anunt/audi-tt-8j-ID7GzHS9.html#7ce9f71ee3,Proprietar,Autoturisme,Audi,TT,8J,2008,245 000 km,1 984 cm3,TRUZZZ8J581024689,Benzina,200 CP,Manuala,Fata,Euro 4,NODATA,Coupe,Negru,Da,NODATA,NODATA,Second hand
7042842136,BMW X6,https://www.autovit.ro/anunt/bmw-x6-ID7GD2Y0.html#7ce9f71ee3,Proprietar,Autoturisme,BMW,X6,NODATA,2011,209 000 km,2 990 cm3,NODATA,Diesel,306 CP,Automata,4x4 (automat),Euro 5,Da,SUV,Gri,Da,Da,Da,Second hand
7042842135,Mercedes-Benz A A200,https://www.autovit.ro/anunt/mercedes-benz-a-a200-ID7GD2XZ.html#7ce9f71ee3,Proprietar,Autoturisme,Mercedes-Benz,A,A200,2020,100 km,1 332 cm3,NODATA,Benzina,163 CP,Automata,Fata,Euro 6,NODATA,Compacta,Alb,Da,Da,Da,Second hand
7042842137,Volvo XC 60,https://www.autovit.ro/anunt/volvo-xc-60-ID7GD2Y1.html#7ce9f71ee3,Proprietar,Autoturisme,Volvo,XC 60,NODATA,2018,114 000 km,1 998 cm3,NODATA,Diesel,236 CP,Automata,4x4 (automat),Euro 6,Da,SUV,Alte culori,Da,Da,Da,Second hand
7042842132,Volvo XC 90,https://www.autovit.ro/anunt/volvo-xc-90-ID7GD2XV.html#7ce9f71ee3,Proprietar,Autoturisme,Volvo,XC 90,NODATA,2016,69 000 km,2 000 cm3,NODATA,Diesel,NODATA,Automata,4x4 (automat),Euro 6,Da,SUV,Albastru,Da,Da,Da,Second hand
7042842129,Land Rover Range Rover Sport,https://www.autovit.ro/anunt/land-rover-range-rover-sport-ID7GD2XT.html#7ce9f71ee3,Proprietar,Autoturisme,Land Rover,Range Rover Sport,NODATA,2012,165 000 km,2 993 cm3,SALLSAAG6CA756050,Diesel,256 CP,Automata,NODATA,NODATA,Da,SUV,Maro,NODATA,NODATA,Da,Second hand
7042701885,Volkswagen Passat CC,https://www.autovit.ro/anunt/volkswagen-passat-cc-ID7GCstT.html#7ce9f71ee3,Firma,Autoturisme,Volkswagen,Passat CC,NODATA,2010,186 891 km,1 984 cm3,WVWZZZ3CZ9E565673,Benzina,200 CP,Automata,Fata,NODATA,Da,Sedan,Albastru,Da,Da,Da,Second hand
7042598591,BMW X6,https://www.autovit.ro/anunt/bmw-x6-ID7GC1BR.html#7ce9f71ee3,Firma,Autoturisme,BMW,X6,NODATA,2011,147 603 km,2 993 cm3,NODATA,Diesel,306 CP,Automata,4x4 (automat),Euro 5,Da,SUV,Albastru,Da,Da,Da,Second hand
7042701945,Volkswagen Golf VII,https://www.autovit.ro/anunt/volkswagen-golf-vii-ID7GCsuR.html#7ce9f71ee3,Firma,Autoturisme,Volkswagen,Golf,VII,2015,96 930 km,1 598 cm3,WVWZZZAUZFP063211,Diesel,105 CP,Manuala,Fata,Euro 5,NODATA,Compacta,Albastru,Da,Da,Da,Second hand
7042701964,Volkswagen Passat B6,https://www.autovit.ro/anunt/volkswagen-passat-b6-ID7GCswa.html#7ce9f71ee3,Firma,Autoturisme,Volkswagen,Passat,B6,2007,218 445 km,1 968 cm3,WVWZZZ3CZ7E106136,Diesel,170 CP,Automata,Fata,NODATA,Da,Combi,Albastru,Da,Da,Da,Second hand
7042701971,Volkswagen Passat B6,https://www.autovit.ro/anunt/volkswagen-passat-b6-ID7GCswh.html#7ce9f71ee3,Firma,Autoturisme,Volkswagen,Passat,B6,2007,194 323 km,1 968 cm3,WVWZZZ3CZ7E103388,Diesel,170 CP,Automata,Fata,NODATA,Da,Combi,Negru,Da,Da,Da,Second hand
7042842128,BMW Seria 3 320,https://www.autovit.ro/anunt/bmw-seria-3-320-ID7GD2XS.html#7ce9f71ee3,Proprietar,Autoturisme,BMW,Seria 3,320,2020,1 600 km,1 998 cm3,NODATA,Diesel,190 CP,Automata,Spate,Euro 6,NODATA,Sedan,Alb,Da,Da,Da,Second hand
7042842123,Hyundai Tucson,https://www.autovit.ro/anunt/hyundai-tucson-ID7GD2XN.html#7ce9f71ee3,Proprietar,Autoturisme,Hyundai,Tucson,NODATA,2017,112 000 km,1 700 cm3,NODATA,Diesel,141 CP,Automata,Fata,Euro 6,Da,SUV,Bej,Da,Da,Da,Second hand
7042383372,Mercedes-Benz GLC GLC300,https://www.autovit.ro/anunt/mercedes-benz-glc-glc300-ID7GB7CA.html#7ce9f71ee3,Firma,Autoturisme,Mercedes-Benz,GLC,GLC300,2020,9 km,1 991 cm3,NODATA,Hibrid,330 CP,Automata,4x4 (automat),Euro 6,NODATA,SUV,Gri,NODATA,NODATA,NODATA,Second hand
7042429272,Mercedes-Benz GLA GLA250,https://www.autovit.ro/anunt/mercedes-benz-gla-gla250-ID7GBjyU.html#7ce9f71ee3,Firma,Autoturisme,Mercedes-Benz,GLA,GLA250,2020,1 000 km,1 991 cm3,NODATA,Benzina,224 CP,Automata,4x4 (automat),Euro 6,NODATA,SUV,Negru,NODATA,NODATA,NODATA,Second hand
7042117534,Mercedes-Benz E E220,https://www.autovit.ro/anunt/mercedes-benz-e-e220-ID7GA0sS.html#7ce9f71ee3,Firma,Autoturisme,Mercedes-Benz,E,E220,2019,3 000 km,1 950 cm3,W1K2130051A760992,Diesel,194 CP,Automata,4x4 (automat),Euro 6,Da,Sedan,Alb,Da,Da,Da,Noi
7042826341,BMW Seria 3 320,https://www.autovit.ro/anunt/bmw-seria-3-320-ID7GCYRf.html#7ce9f71ee3,Firma,Autoturisme,BMW,Seria 3,320,2016,149 900 km,1 995 cm3,WBA8D11050K776413,Diesel,190 CP,Automata,Spate,Euro 6,NODATA,Sedan,Albastru,NODATA,Da,Da,Second hand
7042768011,Volkswagen Golf VI,https://www.autovit.ro/anunt/volkswagen-golf-vi-ID7GCJGr.html#14a617a363,Proprietar,Autoturisme,Volkswagen,Golf,VI,2011,110 000 km,1 597 cm3,NODATA,Diesel,105 CP,Automata (dublu ambreiaj),Fata,Euro 5,Da,Compacta,Albastru,Da,NODATA,Da,Second hand
7042842103,Audi A4 B8,https://www.autovit.ro/anunt/audi-a4-b8-ID7GD2Xt.html#14a617a363,Firma,Autoturisme,Audi,A4,B8,2016,257 000 km,1 998 cm3,NODATA,Diesel,143 CP,Manuala,Fata,Euro 6,NODATA,Combi,Albastru,Da,Da,Da,Second hand
7042842091,BMW X3,https://www.autovit.ro/anunt/bmw-x3-ID7GD2Xh.html#14a617a363,Proprietar,Autoturisme,BMW,X3,NODATA,2013,160 000 km,1 996 cm3,WBAWY310000A63702,Diesel,184 CP,Automata,4x4 (automat),Euro 5,Da,SUV,Alb,Da,Da,Da,Second hand
7042842097,Volkswagen Tiguan,https://www.autovit.ro/anunt/volkswagen-tiguan-ID7GD2Xn.html#14a617a363,Firma,Autoturisme,Volkswagen,Tiguan,NODATA,2009,225 000 km,1 994 cm3,NODATA,Diesel,140 CP,Automata,4x4 (automat),NODATA,NODATA,SUV,Rosu,NODATA,NODATA,Da,Second hand
7042842089,Renault Kangoo II,https://www.autovit.ro/anunt/renault-kangoo-ii-ID7GD2Xf.html#14a617a363,Firma,Autoturisme,Renault,Kangoo,II,2016,135 000 km,1 461 cm3,VF1FW16M655319996,Diesel,110 CP,Automata,Fata,Euro 6,NODATA,Monovolum,Alb,NODATA,Da,Da,Second hand
7041380557,Volkswagen Golf VII,https://www.autovit.ro/anunt/volkswagen-golf-vii-ID7GvUK9.html#14a617a363,Firma,Autoturisme,Volkswagen,Golf,VII,2015,163 584 km,1 598 cm3,WVWZZZAUZFP621786,Diesel,105 CP,Automata,Fata,Euro 6,NODATA,Combi,Alb,Da,Da,Da,Second hand
7042647504,Mercedes-Benz GLE Coupe GLE63-AMG,https://www.autovit.ro/anunt/mercedes-benz-gle-coupe-gle63-amg-ID7GCekM.html#14a617a363,Firma,Autoturisme,Mercedes-Benz,GLE Coupe,GLE63-AMG,2016,80 000 km,5 461 cm3,NODATA,Benzina,680 CP,Automata,4x4 (automat),Euro 6,NODATA,SUV,Alb,Da,Da,Da,Second hand
7042792920,Bentley Continental,https://www.autovit.ro/anunt/bentley-continental-ID7GCQac.html#14a617a363,Firma,Autoturisme,Bentley,Continental,NODATA,2015,79 000 km,5 998 cm3,NODATA,Benzina,625 CP,Automata,4x4 (automat),Euro 6,NODATA,Sedan,Albastru,Da,Da,Da,Second hand
7042726386,Land Rover Range Rover,https://www.autovit.ro/anunt/land-rover-range-rover-ID7GCyR4.html#14a617a363,Firma,Autoturisme,Land Rover,Range Rover,NODATA,2017,157 000 km,3 000 cm3,NODATA,Diesel,354 CP,Automata,4x4 (automat),Euro 6,NODATA,SUV,Gri,Da,Da,Da,Second hand
7042701970,Volkswagen Touran,https://www.autovit.ro/anunt/volkswagen-touran-ID7GCswg.html#14a617a363,Firma,Autoturisme,Volkswagen,Touran,NODATA,2016,183 300 km,1 598 cm3,NODATA,Diesel,110 CP,Manuala,Fata,Euro 6,NODATA,Monovolum,Gri,NODATA,Da,Da,Second hand
7042648805,Jaguar XF,https://www.autovit.ro/anunt/jaguar-xf-ID7GCeFL.html#14a617a363,Proprietar,Autoturisme,Jaguar,XF,NODATA,2013,155 000 km,2 998 cm3,SAJAJ06BXD8U00344,Benzina,340 CP,Automata,4x4 (automat),Euro 5,NODATA,Sedan,Negru,NODATA,Da,Da,Second hand
7042326843,Audi A4 B7,https://www.autovit.ro/anunt/audi-a4-b7-ID7GASUP.html#14a617a363,Firma,Autoturisme,Audi,A4,B7,2005,229 636 km,2 000 cm3,NODATA,Diesel,140 CP,Manuala,Fata,Euro 4,NODATA,Masina mica,Negru,Da,Da,Da,Second hand
7042842052,Volkswagen Polo,https://www.autovit.ro/anunt/volkswagen-polo-ID7GD2VE.html#14a617a363,Proprietar,Autoturisme,Volkswagen,Polo,NODATA,2005,250 000 km,1 890 cm3,NODATA,Diesel,105 CP,Manuala,Fata,Euro 4,NODATA,Masina mica,Negru,Da,Da,Da,Second hand
7042842051,Volkswagen Passat,https://www.autovit.ro/anunt/volkswagen-passat-ID7GD2VD.html#14a617a363,Firma,Autoturisme,Volkswagen,Passat,NODATA,2013,278 000 km,1 995 cm3,NODATA,Diesel,140 CP,Automata,Fata,Euro 5,NODATA,Combi,Negru,Da,Da,Da,Second hand
7042398320,Audi A4,https://www.autovit.ro/anunt/audi-a4-ID7GBbwG.html#14a617a363,Firma,Autoturisme,Audi,A4,NODATA,2007,218 000 km,1 968 cm3,NODATA,Diesel,140 CP,Manuala,Fata,Euro 4,Da,Sedan,Albastru,Da,Da,Da,Second hand
7042399739,Volkswagen Touareg,https://www.autovit.ro/anunt/volkswagen-touareg-ID7GBbSz.html#14a617a363,Firma,Autoturisme,Volkswagen,Touareg,NODATA,2008,197 273 km,2 967 cm3,NODATA,Diesel,225 CP,Automata,4x4 (automat),Euro 4,Da,SUV,Albastru,Da,Da,Da,Second hand
7042594114,Mercedes-Benz G G350,https://www.autovit.ro/anunt/mercedes-benz-g-g350-ID7GC0rE.html#14a617a363,Proprietar,Autoturisme,Mercedes-Benz,G,G350,2017,78 000 km,3 000 cm3,NODATA,Diesel,245 CP,Automata,4x4 (automat),Euro 6,Da,SUV,Negru,Da,Da,Da,Second hand
7042590337,BMW X6,https://www.autovit.ro/anunt/bmw-x6-ID7GBZsJ.html#14a617a363,Proprietar,Autoturisme,BMW,X6,NODATA,2015,190 000 km,3 000 cm3,NODATA,Diesel,381 CP,Automata,4x4 (automat),Euro 6,Da,SUV,Albastru,Da,Da,Da,Second hand
7042842034,Dacia Duster,https://www.autovit.ro/anunt/dacia-duster-ID7GD2Vm.html#14a617a363,Firma,Autoturisme,Dacia,Duster,NODATA,2017,104 000 km,1 461 cm3,UU1HSDJ9G58789241,Diesel,110 CP,Manuala,4x4 (automat),Euro 6,Da,SUV,Albastru,Da,Da,Da,Second hand
7042728429,Opel Astra,https://www.autovit.ro/anunt/opel-astra-ID7GCzo1.html#14a617a363,Firma,Autoturisme,Opel,Astra,NODATA,2011,145 000 km,1 600 cm3,NODATA,Benzina,116 CP,Manuala,Fata,Euro 5,NODATA,Compacta,Alte culori,NODATA,Da,Da,Second hand
7042842028,BMW X1,https://www.autovit.ro/anunt/bmw-x1-ID7GD2Vg.html#14a617a363,Firma,Autoturisme,BMW,X1,NODATA,2018,189 000 km,1 995 cm3,NODATA,Diesel,150 CP,Automata,4x4 (automat),Euro 6,NODATA,SUV,Negru,Da,Da,Da,Second hand
7042842008,Ford Transit,https://www.autovit.ro/anunt/ford-transit-ID7GD2WV.html#14a617a363,Proprietar,Autoturisme,Ford,Transit,NODATA,2018,84 010 km,NODATA,NODATA,Diesel,NODATA,NODATA,NODATA,NODATA,NODATA,Monovolum,Alb,NODATA,NODATA,NODATA,Second hand
7042842029,Volkswagen Passat,https://www.autovit.ro/anunt/volkswagen-passat-ID7GD2Vh.html#14a617a363,Firma,Autoturisme,Volkswagen,Passat,NODATA,2010,275 000 km,1 995 cm3,NODATA,Diesel,140 CP,Manuala,Fata,Euro 5,NODATA,Combi,Negru,NODATA,Da,Da,Second hand
7042842014,BMW Seria 1 118,https://www.autovit.ro/anunt/bmw-seria-1-118-ID7GD2V2.html#14a617a363,Proprietar,Autoturisme,BMW,Seria 1,118,2012,129 000 km,1 995 cm3,NODATA,Diesel,143 CP,Automata,Spate,Euro 5,NODATA,Compacta,Albastru,Da,Da,Da,Second hand
7042842004,Audi A3,https://www.autovit.ro/anunt/audi-a3-ID7GD2WS.html#14a617a363,Proprietar,Autoturisme,Audi,A3,NODATA,2006,236 000 km,NODATA,NODATA,Diesel,NODATA,NODATA,NODATA,NODATA,NODATA,Masina de oras,Gri,NODATA,NODATA,NODATA,Second hand
7042842010,Seat Leon,https://www.autovit.ro/anunt/seat-leon-ID7GD2WY.html#14a617a363,Proprietar,Autoturisme,Seat,Leon,NODATA,2010,178 670 km,1 390 cm3,NODATA,Benzina,122 CP,Manuala,Fata,NODATA,NODATA,Compacta,Negru,NODATA,NODATA,NODATA,Second hand
7042732210,Volkswagen Golf VI,https://www.autovit.ro/anunt/volkswagen-golf-vi-ID7GCAn0.html#14a617a363,Firma,Autoturisme,Volkswagen,Golf,VI,2009,177 000 km,1 400 cm3,NODATA,Benzina,160 CP,Automata,Fata,Euro 5,NODATA,Compacta,Negru,NODATA,Da,Da,Second hand
7042841940,Opel Astra J,https://www.autovit.ro/anunt/opel-astra-j-ID7GD2UQ.html#14a617a363,Proprietar,Autoturisme,Opel,Astra,J,2014,128 000 km,1 698 cm3,NODATA,Diesel,110 CP,Manuala,Fata,Euro 5,NODATA,Compacta,Negru,Da,NODATA,NODATA,Second hand
7042841945,Volkswagen Tiguan,https://www.autovit.ro/anunt/volkswagen-tiguan-ID7GD2UW.html#14a617a363,Proprietar,Autoturisme,Volkswagen,Tiguan,NODATA,2018,155 000 km,1 996 cm3,WVGZZZ5NZJW810440,Diesel,150 CP,Automata,4x4 (automat),Euro 6,Da,SUV,Auriu,Da,Da,Da,Second hand
7041973294,Mercedes-Benz S S350,https://www.autovit.ro/anunt/mercedes-benz-s-s350-ID7GzoVq.html#14a617a363,Firma,Autoturisme,Mercedes-Benz,S,S350,2016,39 000 km,2 987 cm3,WDD2221331A234141,Diesel,258 CP,Automata,4x4 (automat),Euro 6,Da,Sedan,Negru,Da,Da,Da,Second hand
7042711398,BMW X5,https://www.autovit.ro/anunt/bmw-x5-ID7GCuXk.html#14a617a363,Proprietar,Autoturisme,BMW,X5,NODATA,2014,75 000 km,3 000 cm3,WBAKS410300H44992,Diesel,258 CP,Automata,4x4 (automat),Euro 6,Da,SUV,Alte culori,NODATA,Da,Da,Second hand
7042117378,Mercedes-Benz B B200,https://www.autovit.ro/anunt/mercedes-benz-b-b200-ID7GA0qm.html#14a617a363,Firma,Autoturisme,Mercedes-Benz,B,B200,2018,13 025 km,1 950 cm3,WDD2470121J004650,Diesel,150 CP,Automata,Fata,Euro 6,Da,Monovolum,Rosu,NODATA,Da,Da,Second hand
7042601489,Mini ONE,https://www.autovit.ro/anunt/mini-one-ID7GC2mB.html#4c2dca9b21,Proprietar,Autoturisme,Mini,ONE,NODATA,2011,76 000 km,1 600 cm3,NODATA,Benzina,75 CP,Manuala,Fata,Euro 5,NODATA,Masina de oras,Maro,NODATA,NODATA,Da,Second hand
7042149700,Mercedes-Benz C C200,https://www.autovit.ro/anunt/mercedes-benz-c-c200-ID7GA8PG.html#4c2dca9b21,Firma,Autoturisme,Mercedes-Benz,C,C200,2016,65 500 km,1 598 cm3,WDD2050371F155137,Diesel,136 CP,Automata,Spate,Euro 6,Da,Sedan,Gri,Da,Da,Da,Second hand
7042841906,Seat Ibiza IV,https://www.autovit.ro/anunt/seat-ibiza-iv-ID7GD2Ui.html#4c2dca9b21,Proprietar,Autoturisme,Seat,Ibiza,IV,2008,150 000 km,1 200 cm3,vsszzz6lz8r151596,Benzina,70 CP,Manuala,Fata,Euro 4,NODATA,Masina de oras,Rosu,Da,NODATA,NODATA,Second hand
7042650815,BMW Seria 7 730,https://www.autovit.ro/anunt/bmw-seria-7-730-ID7GCfcb.html#4c2dca9b21,Proprietar,Autoturisme,BMW,Seria 7,730,2016,137 214 km,2 995 cm3,NODATA,Diesel,265 CP,Automata,4x4 (automat),Euro 6,Da,Sedan,Negru,Da,Da,Da,Second hand
7042841890,Opel Astra J,https://www.autovit.ro/anunt/opel-astra-j-ID7GD2U2.html#4c2dca9b21,Proprietar,Autoturisme,Opel,Astra,J,2011,191 000 km,1 700 cm3,NODATA,Diesel,110 CP,Manuala,Fata,Euro 5,NODATA,Combi,Alb,NODATA,NODATA,NODATA,Second hand
7042788028,Audi A6 C6,https://www.autovit.ro/anunt/audi-a6-c6-ID7GCOTi.html#4c2dca9b21,Proprietar,Autoturisme,Audi,A6,C6,2009,227 000 km,2 690 cm3,NODATA,Diesel,190 CP,Automata,4x4 (automat),Euro 5,NODATA,Combi,Argint,Da,Da,Da,Second hand
7042841885,Volkswagen Passat B6,https://www.autovit.ro/anunt/volkswagen-passat-b6-ID7GD2TX.html#4c2dca9b21,Firma,Autoturisme,Volkswagen,Passat,B6,2010,199 987 km,1 390 cm3,NODATA,Benzina,122 CP,Manuala,Fata,Euro 5,NODATA,Combi,Alte culori,Da,Da,Da,Second hand
7042191896,BMW Seria 5 518,https://www.autovit.ro/anunt/bmw-seria-5-518-ID7GAjOg.html#4c2dca9b21,Proprietar,Autoturisme,BMW,Seria 5,518,2015,220 000 km,1 995 cm3,WBA5E310X0G040064,Diesel,150 CP,Automata,Spate,Euro 6,NODATA,Sedan,Gri,Da,NODATA,NODATA,Second hand
7042724245,Opel Zafira C,https://www.autovit.ro/anunt/opel-zafira-c-ID7GCyix.html#4c2dca9b21,Firma,Autoturisme,Opel,Zafira,C,2014,180 000 km,1 598 cm3,NODATA,Diesel,136 CP,Manuala,Fata,Euro 6,Da,Monovolum,Albastru,Da,Da,Da,Second hand
7042384165,BMW X1,https://www.autovit.ro/anunt/bmw-x1-ID7GB7Pn.html#4c2dca9b21,Proprietar,Autoturisme,BMW,X1,NODATA,2013,140 000 km,NODATA,WBAVP11070VR74905,Diesel,NODATA,NODATA,NODATA,NODATA,NODATA,SUV,Gri,NODATA,NODATA,NODATA,Second hand
7042841860,Opel Corsa,https://www.autovit.ro/anunt/opel-corsa-ID7GD2Ty.html#4c2dca9b21,Firma,Autoturisme,Opel,Corsa,NODATA,2017,160 000 km,1 248 cm3,W0L0XEP68G4211165,Diesel,75 CP,Manuala,Fata,Euro 6,Da,Masina de oras,Rosu,Da,Da,Da,Second hand
7042841825,Opel Astra H,https://www.autovit.ro/anunt/opel-astra-h-ID7GD2SZ.html#4c2dca9b21,Firma,Autoturisme,Opel,Astra,H,2010,200 000 km,1 686 cm3,W0L0AHL48A2044630,Diesel,110 CP,Manuala,Fata,Euro 4,Da,Compacta,Albastru,Da,Da,Da,Second hand
7041966545,Ford Mondeo MK5,https://www.autovit.ro/anunt/ford-mondeo-mk5-ID7Gznbz.html#4c2dca9b21,Proprietar,Autoturisme,Ford,Mondeo,MK5,2017,69 000 km,1 997 cm3,WF0EXXWPCEGE25590,Diesel,180 CP,Manuala,Fata,NODATA,NODATA,Sedan,Gri,NODATA,Da,Da,Second hand
7042841852,BMW Seria 5 525,https://www.autovit.ro/anunt/bmw-seria-5-525-ID7GD2Tq.html#4c2dca9b21,Proprietar,Autoturisme,BMW,Seria 5,525,2015,121 000 km,1 995 cm3,WBA5C71090D820703,Diesel,218 CP,Automata,Spate,Euro 6,Da,Sedan,Negru,NODATA,Da,Da,Second hand
7042822456,Dacia Duster,https://www.autovit.ro/anunt/dacia-duster-ID7GCXQA.html#4c2dca9b21,Proprietar,Autoturisme,Dacia,Duster,NODATA,2012,179 000 km,1 461 cm3,NODATA,Diesel,110 CP,Manuala,4x4-manual,Euro 5,NODATA,SUV,Bej,NODATA,NODATA,Da,Second hand
7042334130,BMW X5,https://www.autovit.ro/anunt/bmw-x5-ID7GAUOm.html#4c2dca9b21,Firma,Autoturisme,BMW,X5,NODATA,2014,147 000 km,2 993 cm3,NODATA,Diesel,381 CP,Automata,4x4 (automat),Euro 5,Da,SUV,Gri,Da,Da,Da,Second hand
7042841826,BMW X5,https://www.autovit.ro/anunt/bmw-x5-ID7GD2T0.html#4c2dca9b21,Proprietar,Autoturisme,BMW,X5,NODATA,2017,85 000 km,NODATA,NODATA,Diesel,258 CP,Automata,4x4 (automat),NODATA,Da,SUV,Gri,NODATA,NODATA,Da,Second hand
7042841827,Volkswagen Sharan,https://www.autovit.ro/anunt/volkswagen-sharan-ID7GD2T1.html#4c2dca9b21,Proprietar,Autoturisme,Volkswagen,Sharan,NODATA,2015,198 000 km,1 968 cm3,NODATA,Diesel,177 CP,Automata,Fata,Euro 5,Da,Monovolum,Gri,Da,Da,Da,Second hand
7041889419,Volkswagen Passat B7,https://www.autovit.ro/anunt/volkswagen-passat-b7-ID7Gz37B.html#4c2dca9b21,Firma,Autoturisme,Volkswagen,Passat,B7,2013,113 541 km,1 968 cm3,WVWZZZ3CZDP032378,Diesel,140 CP,Manuala,Fata,NODATA,NODATA,Sedan,Alb,NODATA,Da,Da,Second hand
